raw_affiliation_string,to add,ror_id
"Department of Medical Informatics, Biometry and Epidemiology, Ruhr University Bochum; Chair of Geriatrics and Gerontology, University Medical Centre Eppendorf, Hamburg; Centre of Geriatrics and Gerontology, Albertinen-Haus, Hamburg; Institute for General Practice (ifam), Heinrich-Heine University Düsseldorf; Institute for General Practice, Hannover Medical School, Hannover; School of Public Health, University Bielefeld; Philipp Klee-Institute for Clinical Pharmacology, Helios University Hospital Wuppertal, Chair of Clinical Pharmacology, University Witten/Herdecke, Wuppertal; Institute for Biostatistics and Informatics in Medicine and Ageing, Rostock University Medical Center",Gottfried Wilhelm Leibniz Universität Hannover,https://ror.org/0304hq317
"Department of Medical Informatics, Biometry and Epidemiology, Ruhr University Bochum; Chair of Geriatrics and Gerontology, University Medical Centre Eppendorf, Hamburg; Centre of Geriatrics and Gerontology, Albertinen-Haus, Hamburg; Institute for General Practice (ifam), Heinrich-Heine University Düsseldorf; Institute for General Practice, Hannover Medical School, Hannover; School of Public Health, University Bielefeld; Philipp Klee-Institute for Clinical Pharmacology, Helios University Hospital Wuppertal, Chair of Clinical Pharmacology, University Witten/Herdecke, Wuppertal; Institute for Biostatistics and Informatics in Medicine and Ageing, Rostock University Medical Center",Medizinische Hochschule Hannover (MHH),https://ror.org/00f2yqf98
"Department of Medical Informatics, Medical University Center Göttingen, Göttingen, Lower Saxony, 37075, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Medical Informatics, University Medical Center G&#x00F6;ttingen, G&#x00F6;ttingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Medical Physics and Acoustics and Cluster of Excellence Hearing4all, University of Oldenburg",Carl von Ossietzky Universität Oldenburg,https://ror.org/033n9gh91
"Department of Medical Physics and Cluster of Excellence Hearing4All, Carl von Ossietzky University, Oldenburg, Germany",Carl von Ossietzky Universität Oldenburg,https://ror.org/033n9gh91
"Department of Medical Psychology, University Medical Center Hamburg-Eppendorf; Department of Health Economics and Health Services Research, University Medical Center Hamburg-Eppendorf; KKH Health Insurance Fund, Hanover; TK Technicians' Health Insurance Fund, Hamburg; mhplus Health Insurance Fund, Ludwigsburg; IEM GmbH, Aachen; Philips GmbH Market DACH, Hamburg; Robert Bosch Society for Medical Research, Bosch Health Campus GmbH, Stuttgart",Gottfried Wilhelm Leibniz Universität Hannover,https://ror.org/0304hq317
"Department of Medical Psychology, University Medical Center Hamburg-Eppendorf; Department of Health Economics and Health Services Research, University Medical Center Hamburg-Eppendorf; KKH Health Insurance Fund, Hanover; TK Technicians' Health Insurance Fund, Hamburg; mhplus Health Insurance Fund, Ludwigsburg; IEM GmbH, Aachen; Philips GmbH Market DACH, Hamburg; Robert Bosch Society for Medical Research, Bosch Health Campus GmbH, Stuttgart",Medizinische Hochschule Hannover (MHH),https://ror.org/00f2yqf98
Department of Medical Statistics University Medical Center Goettingen  Goettingen Germany,Universitätsmedizin Göttingen,https://ror.org/021ft0n22
Department of Medical Statistics University Medical Center Goettingen Goettingen Germany,Universitätsmedizin Göttingen,https://ror.org/021ft0n22
Department of Medical Statistics University Medical Centre Göttingen  Göttingen Germany,Universitätsmedizin Göttingen,https://ror.org/021ft0n22
Department of Medical Statistics University Medical Centre Göttingen Göttingen Germany,Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Medical Statistics, University Medical Center Goettingen and DZHK, partnerside Goettingen , Goettingen ,",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Medical Statistics, University Medical Center Goettingen and DZHK, partnerside Goettingen, Goettingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Medical Statistics, University Medical Center Goettingen, Goettingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Medical Statistics, University Medical Center Goettingen; and German Centre for Cardiovascular Research (DZHK), partner site Goettingen , Goettingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Medical Statistics, University Medical Center Göttingen, Göttingen, Germany; German Center for Cardiovascular Research, Göttingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Medical Statistics, University Medical Centre Göttingen, Göttingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Medical Statistics, University Medical, Göttingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Microbial Drugs, Helmholtz Centre for Infection Research GmbH (HZI) and German Centre for Infection Research, Inhoffenstrasse 7, 38124 Braunschweig, Germany; Institute of Microbiology, Technische Universität Braunschweig, Spielmannstraße 7, 38106 Braunschweig, Germany",Technische Universität Braunschweig,https://ror.org/010nsgg66
"Department of Microbial Immune Regulation, Helmholtz Centre for Infection Research (HZI), Braunschweig, Germany; Centre for Individualized Infection Medicine, Hannover, Germany. Electronic address: till.strowig@helmholtz-hzi.de",Medizinische Hochschule Hannover (MHH),https://ror.org/00f2yqf98
"Department of Microbiology and Biotechnology, Interfaculty Institute of Microbiology and Infection Medicine, University of Tuebingen, Tuebingen, Baden-Württemberg 72076, Germany; Department Bioresources for Bioeconomy and Health Research, Leibniz Institute DSMZ-German Collection of Microorganisms and Cell Cultures, Braunschweig, Niedersachsen 38124, Germany; German Center for Infection Research (DZIF), Partner Site Tuebingen, Tuebingen, Baden-Württemberg 72076, Germany",Technische Universität Braunschweig,https://ror.org/010nsgg66
"Department of Microbiology and Immunology, Otago School of Medical Sciences, University of Otago, Dunedin, New Zealand; Heinrich von Thünen-Institute, Institute for Biodiversity, Braunschweig, Germany",Technische Universität Braunschweig,https://ror.org/010nsgg66
"Department of Microbiology, Faculty II, Hannover University of Applied Sciences and Arts, 30453 Hannover, Germany",Hochschule Hannover,https://ror.org/03m2kj587
"Department of Microbiology, Faculty of Mechanical and Bioprocess Engineering, University of Applied Sciences and Arts, 30452 Hannover, Germany",Hochschule Hannover,https://ror.org/03m2kj587
"Department of Microbiology, Faculty of Mechanical and Bioprocess Engineering, University of Applied Sciences and Arts, 30453 Hanover, Germany",Hochschule Hannover,https://ror.org/03m2kj587
"Department of Molecular Biology , Max Planck Institute for Multidisciplinary Sciences , Am Fassberg 11, D-37077 Göttingen , Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Department of Molecular Biology, Faculty of Medicine and the Göttingen Center for Molecular Biosciences (GZMB), Göttingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Molecular Biology, Max Planck Institute for Multidisciplinary Sciences, 37077 Göttingen, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Department of Molecular Biology, Max Planck Institute for Multidisciplinary Sciences, Am Fassberg 11, 37077 Göttingen, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Department of Molecular Biology, Max Planck Institute for Multidisciplinary Sciences, Am Fassberg 11, 37077 Göttingen, Germany. Electronic address: pcramer@mpinat.mpg.de",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Department of Molecular Biology, Max Planck Institute for Multidisciplinary Sciences, Am Fassberg 11, 37077 Göttingen, Germany. Electronic address: yingchen@email.sdu.edu.cn",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Department of Molecular Biology, Max Planck Institute for Multidisciplinary Sciences, Am Faßberg 11, 37077, Göttingen, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Department of Molecular Biology, Max Planck Institute for Multidisciplinary Sciences, Göttingen 37077, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Department of Molecular Biology, Max Planck Institute for Multidisciplinary Sciences, Göttingen, 37077, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Department of Molecular Biology, Max Planck Institute for Multidisciplinary Sciences, Göttingen, 37077, Germany. maria.sokolova@mpinat.mpg.de",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Department of Molecular Biology, Max Planck Institute for Multidisciplinary Sciences, Göttingen, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Department of Molecular Biology, Max Planck Institute for Multidisciplinary Sciences, Göttingen, Germany. patrick.cramer@mpinat.mpg.de",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Department of Molecular Biology, Max Planck Institute for Multidisciplinary Sciences, Göttingen, Germany. pcramer@mpinat.mpg.de",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Department of Molecular Biology, Max Planck Institute for Multidisciplinary Sciences, Göttingen, Germany. srinivasan.rengachari@mpinat.mpg.de",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Department of Molecular Biology, Max Planck Institute for Multidisciplinary Sciences, Göttingen, Germany. svetlana.dodonova@embl.de",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
Department of Molecular Neurobiology Max Planck Institute for Multidisciplinary Sciences  Göttingen Germany,Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
Department of Molecular Neurobiology Max Planck Institute of Experimental Medicine Göttingen Germany,Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Department of Molecular Neurobiology of Behaviour, Johann-Friedrich-Blumenbach-Institute for Zoology and Anthropology, University of Goettingen, Julia-Lermontowa-Weg 3, 37077 Goettingen, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Department of Molecular Neurobiology, Max Planck Institute for Experimental Medicine, Goettingen, 37075, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Department of Molecular Neurobiology, Max Planck Institute for Experimental Medicine, Göttingen 37075, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Department of Molecular Neurobiology, Max Planck Institute for Multidisciplinary Sciences, City Campus, Göttingen, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Department of Molecular Neurobiology, Max Planck Institute for Multidisciplinary Sciences, Göttingen 37077, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Department of Molecular Neurobiology, Max Planck Institute for Multidisciplinary Sciences, Göttingen, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Department of Molecular Neurobiology, Max Planck Institute for Multidisciplinary Sciences, Synaptic Physiology Group, Hermann-Rein-Str. 3, 37075 Göttingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Molecular Neurobiology, Max Planck Institute of Experimental Medicine 37075 Göttingen, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Department of Molecular Neurobiology, Max Planck Institute of Experimental Medicine, 37075 Goettingen, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Department of Molecular Neurobiology, Max Planck Institute of Experimental Medicine, 37075 Gottingen, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Department of Molecular Neurobiology, Max Planck Institute of Experimental Medicine, 37075 Göttingen, German",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Department of Molecular Neurobiology, Max Planck Institute of Experimental Medicine, 37075 Göttingen, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
